year ,stream,sem,Course code ,Course,CO,CO Description,yr+stream+ course,course+co+ code
1st,MERA,Chemistry Cycle,EC122I4X/ EC222I4X,Introduction to Electrical Engineering,CO2,Construct single-phase and three-phase (star and delta Connections) systems.,1st Chemistry Cycle EC122I4X/ EC222I4X Introduction to Electrical Engineering,Introduction to Electrical Engineering-CO2[Construct single-phase and three-phase (star and delta Connections) systems.](EC122I4X/ EC222I4X)
1st,MERA,Chemistry Cycle,EC122I4X/ EC222I4X,Introduction to Electrical Engineering,CO3,"Interpret the Working principles, Construction and performance characteristics of Electrical DC Machines.",1st Chemistry Cycle EC122I4X/ EC222I4X Introduction to Electrical Engineering,"Introduction to Electrical Engineering-CO3[Interpret the Working principles, Construction and performance characteristics of Electrical DC Machines.](EC122I4X/ EC222I4X)"
1st,MERA,Chemistry Cycle,EC122I4X/ EC222I4X,Introduction to Electrical Engineering,CO4,Illustrate the working principles and construction of transformers and three-phase induction motor.,1st Chemistry Cycle EC122I4X/ EC222I4X Introduction to Electrical Engineering,Introduction to Electrical Engineering-CO4[Illustrate the working principles and construction of transformers and three-phase induction motor.](EC122I4X/ EC222I4X)
1st,MERA,Chemistry Cycle,EC122I4X/ EC222I4X,Introduction to Electrical Engineering,CO5,Demonstrate electrical circuit and safety precautions in handling domestic appliances.,1st Chemistry Cycle EC122I4X/ EC222I4X Introduction to Electrical Engineering,Introduction to Electrical Engineering-CO5[Demonstrate electrical circuit and safety precautions in handling domestic appliances.](EC122I4X/ EC222I4X)
1st,CS,Physics Cycle,EC122T4X/EC222T4X,Introduction to Electronics Engineering,CO1,Apply electronic circuits in power supply and amplifiers.,1st Physics Cycle EC122T4X/EC222T4X Introduction to Electronics Engineering,Introduction to Electronics Engineering-CO1[Apply electronic circuits in power supply and amplifiers.](EC122T4X/EC222T4X)
1st,CS,Physics Cycle,EC122T4X/EC222T4X,Introduction to Electronics Engineering,CO2,Demonstrate the properties of oscillators and properties of Op-Amp.,1st Physics Cycle EC122T4X/EC222T4X Introduction to Electronics Engineering,Introduction to Electronics Engineering-CO2[Demonstrate the properties of oscillators and properties of Op-Amp.](EC122T4X/EC222T4X)
1st,CS,Physics Cycle,EC122T4X/EC222T4X,Introduction to Electronics Engineering,CO3,Apply the concepts of digital logic engineering in data representation and digital circuits.,1st Physics Cycle EC122T4X/EC222T4X Introduction to Electronics Engineering,Introduction to Electronics Engineering-CO3[Apply the concepts of digital logic engineering in data representation and digital circuits.](EC122T4X/EC222T4X)
1st,CS,Physics Cycle,EC122T4X/EC222T4X,Introduction to Electronics Engineering,CO4,Illustrate the properties of Embedded systems with their technical advancements.,1st Physics Cycle EC122T4X/EC222T4X Introduction to Electronics Engineering,Introduction to Electronics Engineering-CO4[Illustrate the properties of Embedded systems with their technical advancements.](EC122T4X/EC222T4X)
1st,CS,Physics Cycle,EC122T4X/EC222T4X,Introduction to Electronics Engineering,CO5,Outline wired and wireless modes of communication systems.,1st Physics Cycle EC122T4X/EC222T4X Introduction to Electronics Engineering,Introduction to Electronics Engineering-CO5[Outline wired and wireless modes of communication systems.](EC122T4X/EC222T4X)
1st,MERA,Physics Cycle,EC122T4X/EC222T4X,Introduction to Electronics Engineering,CO1,Apply electronic circuits in power supply and amplifiers.,1st Physics Cycle EC122T4X/EC222T4X Introduction to Electronics Engineering,Introduction to Electronics Engineering-CO1[Apply electronic circuits in power supply and amplifiers.](EC122T4X/EC222T4X)
1st,MERA,Physics Cycle,EC122T4X/EC222T4X,Introduction to Electronics Engineering,CO2,Demonstrate the properties of oscillators and properties of Op-Amp.,1st Physics Cycle EC122T4X/EC222T4X Introduction to Electronics Engineering,Introduction to Electronics Engineering-CO2[Demonstrate the properties of oscillators and properties of Op-Amp.](EC122T4X/EC222T4X)
1st,MERA,Physics Cycle,EC122T4X/EC222T4X,Introduction to Electronics Engineering,CO3,Apply the concepts of digital logic engineering in data representation and digital circuits.,1st Physics Cycle EC122T4X/EC222T4X Introduction to Electronics Engineering,Introduction to Electronics Engineering-CO3[Apply the concepts of digital logic engineering in data representation and digital circuits.](EC122T4X/EC222T4X)
1st,MERA,Physics Cycle,EC122T4X/EC222T4X,Introduction to Electronics Engineering,CO4,Illustrate the properties of Embedded systems with their technical advancements.,1st Physics Cycle EC122T4X/EC222T4X Introduction to Electronics Engineering,Introduction to Electronics Engineering-CO4[Illustrate the properties of Embedded systems with their technical advancements.](EC122T4X/EC222T4X)
1st,MERA,Physics Cycle,EC122T4X/EC222T4X,Introduction to Electronics Engineering,CO5,Outline wired and wireless modes of communication systems.,1st Physics Cycle EC122T4X/EC222T4X Introduction to Electronics Engineering,Introduction to Electronics Engineering-CO5[Outline wired and wireless modes of communication systems.](EC122T4X/EC222T4X)
4th,CY_OE,7th,21CY741,INTRODUCTION TO ETHICAL HACKING,CO1,Explain the fundamentals of Cryptography. ,4th 7th 21CY741 INTRODUCTION TO ETHICAL HACKING,INTRODUCTION TO ETHICAL HACKING-CO1[Explain the fundamentals of Cryptography. ](21CY741)
4th,CY_OE,7th,21CY741,INTRODUCTION TO ETHICAL HACKING,CO2,"Acquire knowledge on cryptographic tools used to provide confidentiality, integrity and authenticity.",4th 7th 21CY741 INTRODUCTION TO ETHICAL HACKING,"INTRODUCTION TO ETHICAL HACKING-CO2[Acquire knowledge on cryptographic tools used to provide confidentiality, integrity and authenticity.](21CY741)"
4th,CY_OE,7th,21CY741,INTRODUCTION TO ETHICAL HACKING,CO3,"Differentiate the various user authentication methods, access control schemes and authentication applications",4th 7th 21CY741 INTRODUCTION TO ETHICAL HACKING,"INTRODUCTION TO ETHICAL HACKING-CO3[Differentiate the various user authentication methods, access control schemes and authentication applications](21CY741)"
4th,CY_OE,7th,21CY741,INTRODUCTION TO ETHICAL HACKING,CO4,Acquire the knowledge on IP Security tools,4th 7th 21CY741 INTRODUCTION TO ETHICAL HACKING,INTRODUCTION TO ETHICAL HACKING-CO4[Acquire the knowledge on IP Security tools](21CY741)
4th,CY_OE,7th,21CY741,INTRODUCTION TO ETHICAL HACKING,CO5,Acquire the knowledge about malicious software,4th 7th 21CY741 INTRODUCTION TO ETHICAL HACKING,INTRODUCTION TO ETHICAL HACKING-CO5[Acquire the knowledge about malicious software](21CY741)
2nd ,ECE,3rd,EC322T6EA,Introduction to IOT,CO1,"Illustrate the evolution of IoT, networking components, and addressing strategies in IoT.",2nd  3rd EC322T6EA Introduction to IOT,"Introduction to IOT-CO1[Illustrate the evolution of IoT, networking components, and addressing strategies in IoT.](EC322T6EA)"
2nd ,ECE,3rd,EC322T6EA,Introduction to IOT,CO2,Utilize the concepts of various sensing devices and actuator types in IoT.,2nd  3rd EC322T6EA Introduction to IOT,Introduction to IOT-CO2[Utilize the concepts of various sensing devices and actuator types in IoT.](EC322T6EA)
2nd ,ECE,3rd,EC322T6EA,Introduction to IOT,CO3,"Interpret the data flow in an IoT system to show how data is captured, transmitted, and processed to generate useful information",2nd  3rd EC322T6EA Introduction to IOT,"Introduction to IOT-CO3[Interpret the data flow in an IoT system to show how data is captured, transmitted, and processed to generate useful information](EC322T6EA)"
2nd ,ECE,3rd,EC322T6EA,Introduction to IOT,CO4,Classify and elaborate the concepts of associated IoT Technologies.,2nd  3rd EC322T6EA Introduction to IOT,Introduction to IOT-CO4[Classify and elaborate the concepts of associated IoT Technologies.](EC322T6EA)
2nd ,ECE,3rd,EC322T6EA,Introduction to IOT,CO5,Enhance the concepts of IoT architecture framework to analyze existing IoT applications to conceptualize a basic IoT system,2nd  3rd EC322T6EA Introduction to IOT,Introduction to IOT-CO5[Enhance the concepts of IoT architecture framework to analyze existing IoT applications to conceptualize a basic IoT system](EC322T6EA)
1st,ECE,Physics Cycle,ME12214X/ME22214X,Introduction to Mechanical Engineering,CO1,Understand the environmental and sustainable issues associated with conventional energy sources,1st Physics Cycle ME12214X/ME22214X Introduction to Mechanical Engineering,Introduction to Mechanical Engineering-CO1[Understand the environmental and sustainable issues associated with conventional energy sources](ME12214X/ME22214X)
1st,ECE,Physics Cycle,ME12214X/ME22214X,Introduction to Mechanical Engineering,CO2,Classify the materials for various engineering applications and explain working principles of metal joining methods,1st Physics Cycle ME12214X/ME22214X Introduction to Mechanical Engineering,Introduction to Mechanical Engineering-CO2[Classify the materials for various engineering applications and explain working principles of metal joining methods](ME12214X/ME22214X)
1st,ECE,Physics Cycle,ME12214X/ME22214X,Introduction to Mechanical Engineering,CO3,"Comprehend the working principle of Future Mobility Technology, Refrigeration & Air C.onditioning systems.",1st Physics Cycle ME12214X/ME22214X Introduction to Mechanical Engineering,"Introduction to Mechanical Engineering-CO3[Comprehend the working principle of Future Mobility Technology, Refrigeration & Air C.onditioning systems.](ME12214X/ME22214X)"
1st,ECE,Physics Cycle,ME12214X/ME22214X,Introduction to Mechanical Engineering,CO4,Distinguish the different types of mechanical power transmission systems and basic understanding of robotics.,1st Physics Cycle ME12214X/ME22214X Introduction to Mechanical Engineering,Introduction to Mechanical Engineering-CO4[Distinguish the different types of mechanical power transmission systems and basic understanding of robotics.](ME12214X/ME22214X)
1st,ECE,Physics Cycle,ME12214X/ME22214X,Introduction to Mechanical Engineering,CO5,Understand the conventional and modern manufacturing methods used for mechanical manufacturing with advantages and limitations,1st Physics Cycle ME12214X/ME22214X Introduction to Mechanical Engineering,Introduction to Mechanical Engineering-CO5[Understand the conventional and modern manufacturing methods used for mechanical manufacturing with advantages and limitations](ME12214X/ME22214X)
1st,MERA,Physics Cycle,ME12214X/ME22214X,Introduction to Mechanical Engineering,CO1,Understand the environmental and sustainable issues associated with conventional energy sources,1st Physics Cycle ME12214X/ME22214X Introduction to Mechanical Engineering,Introduction to Mechanical Engineering-CO1[Understand the environmental and sustainable issues associated with conventional energy sources](ME12214X/ME22214X)
1st,MERA,Physics Cycle,ME12214X/ME22214X,Introduction to Mechanical Engineering,CO2,Classify the materials for various engineering applications and explain working principles of metal joining methods,1st Physics Cycle ME12214X/ME22214X Introduction to Mechanical Engineering,Introduction to Mechanical Engineering-CO2[Classify the materials for various engineering applications and explain working principles of metal joining methods](ME12214X/ME22214X)
1st,MERA,Physics Cycle,ME12214X/ME22214X,Introduction to Mechanical Engineering,CO3,"Comprehend the working principle of Future Mobility Technology, Refrigeration & Air C.onditioning systems.",1st Physics Cycle ME12214X/ME22214X Introduction to Mechanical Engineering,"Introduction to Mechanical Engineering-CO3[Comprehend the working principle of Future Mobility Technology, Refrigeration & Air C.onditioning systems.](ME12214X/ME22214X)"
1st,MERA,Physics Cycle,ME12214X/ME22214X,Introduction to Mechanical Engineering,CO4,Distinguish the different types of mechanical power transmission systems and basic understanding of robotics.,1st Physics Cycle ME12214X/ME22214X Introduction to Mechanical Engineering,Introduction to Mechanical Engineering-CO4[Distinguish the different types of mechanical power transmission systems and basic understanding of robotics.](ME12214X/ME22214X)
1st,MERA,Physics Cycle,ME12214X/ME22214X,Introduction to Mechanical Engineering,CO5,Understand the conventional and modern manufacturing methods used for mechanical manufacturing with advantages and limitations,1st Physics Cycle ME12214X/ME22214X Introduction to Mechanical Engineering,Introduction to Mechanical Engineering-CO5[Understand the conventional and modern manufacturing methods used for mechanical manufacturing with advantages and limitations](ME12214X/ME22214X)
1st,ECE,Physics Cycle,CS12215X/ CS22215X,Introduction to Programming with C,CO1,Describe the fundamentals of computer and programming principles of C Language.,1st Physics Cycle CS12215X/ CS22215X Introduction to Programming with C,Introduction to Programming with C-CO1[Describe the fundamentals of computer and programming principles of C Language.](CS12215X/ CS22215X)
1st,ECE,Physics Cycle,CS12215X/ CS22215X,Introduction to Programming with C,CO2,"Illustrate C Programs with control constructs, decision making and looping statements.",1st Physics Cycle CS12215X/ CS22215X Introduction to Programming with C,"Introduction to Programming with C-CO2[Illustrate C Programs with control constructs, decision making and looping statements.](CS12215X/ CS22215X)"
1st,ECE,Physics Cycle,CS12215X/ CS22215X,Introduction to Programming with C,CO3,Develop C Programs using arrays and strings.,1st Physics Cycle CS12215X/ CS22215X Introduction to Programming with C,Introduction to Programming with C-CO3[Develop C Programs using arrays and strings.](CS12215X/ CS22215X)
1st,ECE,Physics Cycle,CS12215X/ CS22215X,Introduction to Programming with C,CO4,Construct programming solutions with user defined functions and recursions.,1st Physics Cycle CS12215X/ CS22215X Introduction to Programming with C,Introduction to Programming with C-CO4[Construct programming solutions with user defined functions and recursions.](CS12215X/ CS22215X)
1st,ECE,Physics Cycle,CS12215X/ CS22215X,Introduction to Programming with C,CO5,Apply the concepts of structures and pointers in C Programs.,1st Physics Cycle CS12215X/ CS22215X Introduction to Programming with C,Introduction to Programming with C-CO5[Apply the concepts of structures and pointers in C Programs.](CS12215X/ CS22215X)
1st,MERA,Physics Cycle,CS12215X/ CS22215X,Introduction to Programming with C,CO1,Describe the fundamentals of computer and programming principles of C Language.,1st Physics Cycle CS12215X/ CS22215X Introduction to Programming with C,Introduction to Programming with C-CO1[Describe the fundamentals of computer and programming principles of C Language.](CS12215X/ CS22215X)
1st,MERA,Physics Cycle,CS12215X/ CS22215X,Introduction to Programming with C,CO2,"Illustrate C Programs with control constructs, decision making and looping statements.",1st Physics Cycle CS12215X/ CS22215X Introduction to Programming with C,"Introduction to Programming with C-CO2[Illustrate C Programs with control constructs, decision making and looping statements.](CS12215X/ CS22215X)"
1st,MERA,Physics Cycle,CS12215X/ CS22215X,Introduction to Programming with C,CO3,Develop C Programs using arrays and strings.,1st Physics Cycle CS12215X/ CS22215X Introduction to Programming with C,Introduction to Programming with C-CO3[Develop C Programs using arrays and strings.](CS12215X/ CS22215X)
1st,MERA,Physics Cycle,CS12215X/ CS22215X,Introduction to Programming with C,CO4,Construct programming solutions with user defined functions and recursions.,1st Physics Cycle CS12215X/ CS22215X Introduction to Programming with C,Introduction to Programming with C-CO4[Construct programming solutions with user defined functions and recursions.](CS12215X/ CS22215X)
1st,MERA,Physics Cycle,CS12215X/ CS22215X,Introduction to Programming with C,CO5,Apply the concepts of structures and pointers in C Programs.,1st Physics Cycle CS12215X/ CS22215X Introduction to Programming with C,Introduction to Programming with C-CO5[Apply the concepts of structures and pointers in C Programs.](CS12215X/ CS22215X)
4th,RA,7th,21AR741,INTRODUCTION TO ROBOT PROGRAMMING ,CO1,Discuss the introduction to robot programming.,4th 7th 21AR741 INTRODUCTION TO ROBOT PROGRAMMING ,INTRODUCTION TO ROBOT PROGRAMMING -CO1[Discuss the introduction to robot programming.](21AR741)
4th,RA,7th,21AR741,INTRODUCTION TO ROBOT PROGRAMMING ,CO2,Summarize the programming concepts of VAL I and VAL II language.,4th 7th 21AR741 INTRODUCTION TO ROBOT PROGRAMMING ,INTRODUCTION TO ROBOT PROGRAMMING -CO2[Summarize the programming concepts of VAL I and VAL II language.](21AR741)
